Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,geometry
58956897,2023-09-29 13:51:26,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,756 ST ANNS AVENUE,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,01 BRONX,2026187501.0,BRONX,1009059.0,237994.0,PHONE,Unspecified,BRONX,,,,,,,,40.81987935726384,-73.91036633923646,"(40.81987935726384, -73.91036633923646)",10934.0,49.0,5.0,43.0,23.0,POINT (1009058.9999852374 237994.01442653072)
58967773,2023-09-29 13:51:12,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11234,6910 AVENUE U,AVENUE U,,,,,ADDRESS,BROOKLYN,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",09/29/2023 12:00:00 AM,18 BROOKLYN,3084290036.0,BROOKLYN,1009582.0,164801.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.618980915279145,-73.90875223099572,"(40.618980915279145, -73.90875223099572)",13825.0,5.0,2.0,8.0,38.0,POINT (1009581.9999850217 164801.01437932826)
58966145,2023-09-29 13:50:51,10/04/2023 07:02:46 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,10/04/2023 12:00:00 AM,04 BRONX,2024760022.0,BRONX,1005614.0,241459.0,PHONE,Unspecified,BRONX,,,,,,,,40.829398797965425,-73.92280191014713,"(40.829398797965425, -73.92280191014713)",10930.0,50.0,5.0,35.0,27.0,POINT (1005613.9999872826 241459.01442871845)
58960066,2023-09-29 13:50:22,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10128,415 EAST   87 STREET,EAST   87 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,08 MANHATTAN,1015670010.0,MANHATTAN,998565.0,222481.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77732364651755,-73.94831368847971,"(40.77732364651755, -73.94831368847971)",10099.0,23.0,4.0,1.0,11.0,POINT (998564.9999914946 222481.01441669895)
58963654,2023-09-29 13:50:00,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11229,2217 EAST   26 STREET,EAST   26 STREET,AVENUE V,AVENUE W,,,ADDRESS,BROOKLYN,,,Open,,,,15 BROOKLYN,3073840078.0,BROOKLYN,999486.0,156880.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.597262511180965,-73.94513663957329,"(40.597262511180965, -73.94513663957329)",13512.0,32.0,2.0,15.0,36.0,POINT (999485.9999909904 156880.0143741214)
58962211,2023-09-29 13:50:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11224,4336 MANHATTAN AVENUE,MANHATTAN AVENUE,MAPLE AVE,HIGHLAND AVE,,,ADDRESS,BROOKLYN,,,Open,,,,13 BROOKLYN,3070240060.0,BROOKLYN,981868.0,150310.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57924194826386,-74.00857503648842,"(40.57924194826386, -74.00857503648842)",18184.0,21.0,2.0,45.0,35.0,POINT (981868.0000014108 150310.01436978378)
58962210,2023-09-29 13:50:00,10/01/2023 01:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11691,312 BEACH   15 STREET,BEACH   15 STREET,HEYSON RD,NEW HAVEN AVE,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/01/2023 01:55:00 PM,14 QUEENS,4156250028.0,QUEENS,1053947.0,157303.0,PHONE,Unspecified,QUEENS,,,,,,,,40.59816260274674,-73.74902414283108,"(40.59816260274674, -73.74902414283108)",20529.0,51.0,3.0,47.0,59.0,POINT (1053946.9999588144 157303.0143742862)
58958982,2023-09-29 13:50:00,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11423,196-03 89 AVENUE,89 AVENUE,196 ST,197 ST,,,ADDRESS,HOLLIS,,,Open,,,,12 QUEENS,4104710041.0,QUEENS,1049257.0,200402.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71649509920158,-73.7654970726791,"(40.71649509920158, -73.7654970726791)",24332.0,41.0,3.0,16.0,61.0,POINT (1049256.9999614442 200402.01440244215)
58957417,2023-09-29 13:50:00,09/29/2023 09:40:00 PM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10305,44 IMPALA COURT,IMPALA COURT,BEND,DEAD END,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/29/2023 09:40:00 PM,02 STATEN ISLAND,5030230080.0,STATEN ISLAND,964829.0,159120.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.60340267260809,-74.0699395744954,"(40.60340267260809, -74.0699395744954)",10692.0,30.0,1.0,14.0,76.0,POINT (964829.0000114766 159120.01437561022)
58958422,2023-09-29 13:49:59,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1455 JESUP AVENUE,JESUP AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,04 BRONX,2028720205.0,BRONX,1006457.0,246264.0,PHONE,Unspecified,BRONX,,,,,,,,40.842585048116646,-73.91973985148091,"(40.842585048116646, -73.91973985148091)",10930.0,50.0,5.0,42.0,27.0,POINT (1006456.9999867777 246264.0144317475)
58964521,2023-09-29 13:49:54,10/03/2023 07:56:22 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,1087 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,03 BRONX,2026070062.0,BRONX,1010466.0,240579.0,PHONE,Unspecified,BRONX,,,,,,,,40.826970381653325,-73.90527282368467,"(40.826970381653325, -73.90527282368467)",10934.0,34.0,5.0,42.0,25.0,POINT (1010465.9999843967 240579.01442816804)
58956931,2023-09-29 13:49:47,10/03/2023 08:30:43 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10472,1064 MANOR AVENUE,MANOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,09 BRONX,2037170032.0,BRONX,1018683.0,240069.0,PHONE,Unspecified,BRONX,,,,,,,,40.82554236708373,-73.87558470690573,"(40.82554236708373, -73.87558470690573)",11610.0,58.0,5.0,31.0,26.0,POINT (1018682.9999795086 240069.0144278295)
58957023,2023-09-29 13:49:23,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11104,41-15 50 AVENUE,50 AVENUE,,,,,ADDRESS,SUNNYSIDE,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,02 QUEENS,4002010001.0,QUEENS,1005245.0,208152.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73798087345328,-73.92423936932899,"(40.73798087345328, -73.92423936932899)",16861.0,53.0,3.0,33.0,66.0,POINT (1005244.9999875387 208152.01440752277)
58964567,2023-09-29 13:49:22,10/02/2023 06:35:31 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11220,314 44 STREET,44 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/02/2023 12:00:00 AM,07 BROOKLYN,3007370014.0,BROOKLYN,981332.0,176339.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65068600667895,-74.01051584846385,"(40.65068600667895, -74.01051584846385)",18180.0,9.0,2.0,7.0,45.0,POINT (981332.0000017282 176339.01438691246)
58959371,2023-09-29 13:49:11,10/04/2023 12:00:00 AM,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10466,3649 BOLLER AVENUE,BOLLER AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",10/04/2023 12:00:00 AM,12 BRONX,2049210134.0,BRONX,1029263.0,261500.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.884316385766105,-73.83721261744589,"(40.884316385766105, -73.83721261744589)",11275.0,29.0,5.0,2.0,30.0,POINT (1029262.9999731646 261500.01444124972)
58963448,2023-09-29 13:47:00,09/29/2023 05:50:00 PM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10456,597 EAST  164 STREET,EAST  164 STREET,BOSTON RD,CAULDWELL AVE,,,ADDRESS,BRONX,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/29/2023 05:50:00 PM,03 BRONX,2026220028.0,BRONX,1010111.0,239828.0,PHONE,Unspecified,BRONX,,,,,,,,40.82491014813409,-73.90655845109991,"(40.82491014813409, -73.90655845109991)",10934.0,34.0,5.0,42.0,25.0,POINT (1010110.9999846085 239828.0144276887)
58956000,2023-09-29 13:47:00,09/29/2023 09:45:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10305,12 XENIA STREET,XENIA STREET,HURLBERT ST,MASON AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 09:45:00 PM,02 STATEN ISLAND,5033540094.0,STATEN ISLAND,960874.0,154964.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59198574748099,-74.08416806794374,"(40.59198574748099, -74.08416806794374)",10692.0,30.0,1.0,14.0,76.0,POINT (960874.00001381 154964.01437285804)
58955819,2023-09-29 13:47:00,09/29/2023 09:25:00 PM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11236,9019 SCHENCK STREET,SCHENCK STREET,SKIDMORE PL,E 91 ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,09/29/2023 09:25:00 PM,18 BROOKLYN,3083210024.0,BROOKLYN,1014334.0,168363.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62874299116976,-73.8916193109344,"(40.62874299116976, -73.8916193109344)",13827.0,5.0,2.0,8.0,42.0,POINT (1014333.9999822056 168363.01438167325)
58963572,2023-09-29 13:47:00,09/29/2023 03:00:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11218,258 SHERMAN STREET,SHERMAN STREET,REEVE PL,GREENWOOD AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 03:00:00 PM,07 BROOKLYN,3052780034.0,BROOKLYN,991433.0,177063.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.652670796656864,-73.97411323248227,"(40.652670796656864, -73.97411323248227)",17620.0,9.0,2.0,27.0,45.0,POINT (991432.9999957507 177063.01438737923)
58960018,2023-09-29 13:46:58,10/03/2023 04:43:18 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1040 GERARD AVENUE,GERARD AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/03/2023 12:00:00 AM,04 BRONX,2024770015.0,BRONX,1005678.0,242235.0,PHONE,Unspecified,BRONX,,,,,,,,40.83152853960675,-73.92256816978937,"(40.83152853960675, -73.92256816978937)",10930.0,50.0,5.0,35.0,27.0,POINT (1005677.999987244 242235.01442922393)
58958585,2023-09-29 13:46:03,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10456,1310 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,04 BRONX,2028300005.0,BRONX,1007957.0,244042.0,PHONE,Unspecified,BRONX,,,,,,,,40.836482407851925,-73.91432643558511,"(40.836482407851925, -73.91432643558511)",10934.0,50.0,5.0,42.0,27.0,POINT (1007956.9999858856 244042.0144303507)
58967781,2023-09-29 13:45:53,10/03/2023 09:25:43 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11219,1472 43 STREET,43 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,12 BROOKLYN,3056060029.0,BROOKLYN,988423.0,171049.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63616559226728,-73.98496467196809,"(40.63616559226728, -73.98496467196809)",17621.0,2.0,2.0,18.0,39.0,POINT (988422.9999975322 171049.01438345478)
58958551,2023-09-29 13:45:38,10/03/2023 08:20:25 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032,1238 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,12 MANHATTAN,1021290001.0,MANHATTAN,1001431.0,246627.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84359258578997,-73.93790379522149,"(40.84359258578997, -73.93790379522149)",13090.0,47.0,4.0,39.0,21.0,POINT (1001430.9999897691 246627.01443198806)
58964635,2023-09-29 13:44:59,10/03/2023 08:23:20 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10027,162 WEST  122 STREET,WEST  122 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/03/2023 12:00:00 AM,10 MANHATTAN,1019067501.0,MANHATTAN,998493.0,233121.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80652768931101,-73.94855109073458,"(40.80652768931101, -73.94855109073458)",12424.0,18.0,4.0,36.0,18.0,POINT (998492.9999915297 233121.01442345494)
58967882,2023-09-29 13:44:46,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,2 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,12 MANHATTAN,1022470056.0,MANHATTAN,1004197.0,254915.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8663348510651,-73.92788215861218,"(40.8663348510651, -73.92788215861218)",13092.0,47.0,4.0,39.0,22.0,POINT (1004196.9999881152 254915.01443718543)
58966921,2023-09-29 13:44:00,09/30/2023 06:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11374,,,,,66 AVENUE,BOOTH STREET,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/30/2023 06:15:00 PM,06 QUEENS,,QUEENS,1023923.0,203928.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72632298360408,-73.85686465023193,"(40.72632298360408, -73.85686465023193)",14785.0,40.0,3.0,28.0,70.0,POINT (1023922.9999764635 203928.0144047843)
58966843,2023-09-29 13:44:00,09/30/2023 02:30:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11235,236 NEPTUNE AVENUE,NEPTUNE AVENUE,BRIGHTON 7 ST,BRIGHTON 6 ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 02:30:00 AM,13 BROOKLYN,3086660662.0,BROOKLYN,994785.0,151134.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58149772561243,-73.96207344109642,"(40.58149772561243, -73.96207344109642)",13826.0,21.0,2.0,15.0,35.0,POINT (994784.9999937731 151134.01437031783)
58965272,2023-09-29 13:44:00,09/30/2023 01:43:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11435,148-05 JAMAICA AVENUE,JAMAICA AVENUE,148 ST,148 ST,,,ADDRESS,JAMAICA,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 01:43:00 AM,12 QUEENS,4096780106.0,QUEENS,1037874.0,195016.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70178815941494,-73.80660227291759,"(40.70178815941494, -73.80660227291759)",24670.0,41.0,3.0,24.0,61.0,POINT (1037873.9999682113 195016.01439899235)
58960481,2023-09-29 13:44:00,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11423,92-29 195 PLACE,195 PLACE,BEND,SAGAMORE AVE,,,ADDRESS,HOLLIS,,,Open,,,,12 QUEENS,4108240001.0,QUEENS,1049519.0,199071.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71283990638524,-73.76456485646578,"(40.71283990638524, -73.76456485646578)",24332.0,41.0,3.0,6.0,61.0,POINT (1049518.9999612928 199071.0144015864)
58959182,2023-09-29 13:44:00,10/01/2023 01:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11420,109-33 133 STREET,133 STREET,109 AVE,111 AVE,,,ADDRESS,SOUTH OZONE PARK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/01/2023 01:35:00 PM,10 QUEENS,4116130068.0,QUEENS,1036760.0,189132.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68564465982489,-73.81066582609438,"(40.68564465982489, -73.81066582609438)",24016.0,62.0,3.0,46.0,64.0,POINT (1036759.9999688842 189132.01439517862)
58955914,2023-09-29 13:44:00,09/29/2023 02:30:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,208 GARFIELD PLACE,GARFIELD PLACE,7 AVE,POLHEMUS PL,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 02:30:00 PM,06 BROOKLYN,3010740003.0,BROOKLYN,990676.0,184178.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67220047991379,-73.97683459874061,"(40.67220047991379, -73.97683459874061)",17617.0,14.0,2.0,27.0,50.0,POINT (990675.9999961959 184178.01439203252)
58959096,2023-09-29 13:44:00,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11204,1950 52 STREET,52 STREET,19 AVE,20 AVE,,,ADDRESS,BROOKLYN,,,Open,,,,12 BROOKLYN,3054750027.0,BROOKLYN,990000.0,166810.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62452954940534,-73.97928634929245,"(40.62452954940534, -73.97928634929245)",16867.0,2.0,2.0,18.0,39.0,POINT (989999.9999965999 166810.0143806737)
58960025,2023-09-29 13:42:56,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458,384 EAST  184 STREET,EAST  184 STREET,,,,,ADDRESS,BRONX,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",09/29/2023 12:00:00 AM,05 BRONX,2031430243.0,BRONX,1013069.0,251515.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85697837644836,-73.89582032673556,"(40.85697837644836, -73.89582032673556)",10936.0,6.0,5.0,22.0,29.0,POINT (1013068.9999828329 251515.01443503675)
58956754,2023-09-29 13:42:55,10/01/2023 05:43:54 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11234,1159 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/01/2023 12:00:00 AM,18 BROOKLYN,3077560022.0,BROOKLYN,1004711.0,169453.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63176226320703,-73.92628382855165,"(40.63176226320703, -73.92628382855165)",13825.0,5.0,2.0,8.0,38.0,POINT (1004710.9999878953 169453.01438239746)
58963927,2023-09-29 13:42:31,09/29/2023 01:42:31 PM,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11373,85-28 BRITTON AVENUE,BRITTON AVENUE,,,,,ADDRESS,ELMHURST,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,09/29/2023 12:00:00 AM,04 QUEENS,4015140001.0,QUEENS,1017444.0,211059.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.745922484703954,-73.88020487632099,"(40.745922484703954, -73.88020487632099)",14784.0,66.0,3.0,5.0,68.0,POINT (1017443.999980291 211059.01440938053)
58966216,2023-09-29 13:42:29,10/04/2023 07:17:55 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11377,72-10 41 AVENUE,41 AVENUE,,,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/04/2023 12:00:00 AM,04 QUEENS,4013120010.0,QUEENS,1013908.0,210718.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74499909172425,-73.89296757512533,"(40.74499909172425, -73.89296757512533)",14787.0,66.0,3.0,5.0,68.0,POINT (1013907.9999823937 210718.0144091585)
58965537,2023-09-29 13:41:59,09/29/2023 01:41:59 PM,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10466,3640 PALMER AVENUE,PALMER AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,09/29/2023 12:00:00 AM,12 BRONX,2049210065.0,BRONX,1029054.0,261336.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88386732136265,-73.83796955138405,"(40.88386732136265, -73.83796955138405)",11275.0,29.0,5.0,2.0,30.0,POINT (1029053.9999732883 261336.01444116444)
58959957,2023-09-29 13:41:28,10/03/2023 07:11:56 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11232,4112 4 AVENUE,4 AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,07 BROOKLYN,3007180043.0,BROOKLYN,982175.0,176594.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.651386163880936,-74.0074779350686,"(40.651386163880936, -74.0074779350686)",13515.0,9.0,2.0,7.0,45.0,POINT (982175.0000012259 176594.01438708405)
58964541,2023-09-29 13:41:24,10/03/2023 07:12:13 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11218,482 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,12 BROOKLYN,3053890041.0,BROOKLYN,991777.0,171294.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63683584990945,-73.97287993001439,"(40.63683584990945, -73.97287993001439)",17620.0,2.0,2.0,27.0,39.0,POINT (991776.999995543 171294.01438361965)
58965418,2023-09-29 13:41:00,09/29/2023 06:30:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10035,243 EAST  118 STREET,EAST  118 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/29/2023 06:30:00 PM,11 MANHATTAN,1017830019.0,MANHATTAN,1001404.0,230320.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79883454204512,-73.9380430655805,"(40.79883454204512, -73.9380430655805)",13093.0,7.0,4.0,35.0,16.0,POINT (1001403.9999898004 230320.01442168895)
58965154,2023-09-29 13:41:00,10/03/2023 12:50:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10452,19 WEST  170 STREET,WEST  170 STREET,E 170 ST,JEROME AVE,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",10/03/2023 12:50:00 PM,04 BRONX,2028570095.0,BRONX,1006976.0,245432.0,PHONE,Unspecified,BRONX,,,,,,,,40.84030013147602,-73.9178669113313,"(40.84030013147602, -73.9178669113313)",10930.0,50.0,5.0,42.0,27.0,POINT (1006975.9999864654 245432.014431235)
